17908240_1|17908240|125|#section_info|0:0|we have found that the reduction in M1 mACh receptor responsiveness is decreased in quiescent |#main_body|GO:0009961|response to 1-aminocyclopropane-1-carboxylic acid|#go_definition|IEP|GOA|Mch1|#gene_synonym
0.65	17908240_138|17908240|18871|Results|0:0|Under these conditions picrotoxin failed to produce any change in the R2/R1 ratio, indicating that a burst of synaptic activity alone is unable to induce M1 mACh receptor desensitization (data not shown).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_175|17908240|30246|Results|0:0|Effects of picrotoxin and M1 mACh receptor activation on the translocation of PKCbetaII and PKCepsilon|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_228|17908240|41645|Discussion|0:0|Increased synaptic activity induced by picrotoxin in the hippocampal neurons also resulted in the translocation of MARCKS and inhibitor studies implicate both a PKC and CaM regulatory component under these conditions.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_260|17908240|49923|Discussion|0:0|Phosphorylation of GRK2 by protein kinase C abolishes its inhibition by calmodulin|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_127|17908240|17730|Results|0:0|Inhibition of alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid, but not NMDA receptors prevents picrotoxin-mediated enhancement of M1 muscarinic acetylcholine receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_139|17908240|19589|Results|0:0|Involvement of GRKs in M1 mACh receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_169|17908240|29248|Results|0:0|Effects of Ca2+/calmodulin antagonism and/or protein kinase C inhibition on picrotoxin (PiTx)-induced myristoylated, alanine-rich C kinase substrate translocation.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_133|17908240|18871|Results|0:0|In order to assess whether synaptic activity was able to enhance M1 mACh receptor desensitization in the absence of MCh, we applied the following protocol.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_142|17908240|20989|Results|0:0|Effects of inhibiting endogenous G protein-coupled receptor kinase (GRK) 2 and GRK6 activities on M1 muscarinic acetylcholine (mACh) receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_151|17908240|24210|Results|0:0|Effects of manipulating protein kinase C activity in hippocampal neurons on M1 muscarinic acetylcholine receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_186|17908240|32207|Results|0:0|eGFP-PKCbetaII or eGFP-PKCepsilon transfected neurons were challenged with PiTx (100 mumol/L) and PKC translocation to the plasma membrane determined as the decrease in cytosolic fluorescence.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_131|17908240|18167|Results|0:0|In the presence of DNQX (10 mumol/L), the effect of picrotoxin was significantly reversed (bp< 0.05; one-way anova, Dunnett's post-hoc test), while D-AP5 (50 mumol/L) was without effect on the picrotoxin-mediated enhancement of M1 muscarinic acetylcholine receptor desensitization.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_144|17908240|20989|Results|0:0|A standard R1/Rmax/R2 protocol was applied to assess M1 mACh receptor desensitization in either the absence (spontaneous activity; spont) or presence of tetrodotoxin (TTx, 500 nmol/L), or in the presence of picrotoxin (PiTx, 100 mumol/L).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_160|17908240|27003|Results|0:0|Effects of Ca2+/calmodulin antagonism or protein kinase C inhibition on M1 muscarinic acetylcholine receptor-driven myristoylated, alanine-rich C kinase substrate (MARCKS) translocation in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_203|17908240|35275|Results|0:0|(d) cumulative data showing the effects of spontaneous activity and picrotoxin (100 mumol/L)-stimulated synaptic activity on M1 muscarinic acetylcholine receptor desensitization measured using the standard R1/Rmax/R2 protocol.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_219|17908240|37977|Discussion|0:0|We have also shown that activation of M1 mACh receptors can increase synaptic excitability in hippocampal neurons, probably via an agonist-mediated depletion of phosphatidylinositol 4,5-bisphosphate and activation of Ih (Young et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_233|17908240|45007|Discussion|0:0|There is substantial evidence that GRK-mediated phosphorylation of mACh receptors brings about the recruitment of arrestins that enhance receptor internalization and lead to the redistribution of receptors to organellar compartments within the cytoplasm in primary neurons (Volpicelli and Levey 2004; Bernard et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_284|17908240|52387|Discussion|0:0|NMDA-receptor regulation of muscarinic-receptor stimulated inositol 1,4,5-trisphosphate production and protein kinase C activation in single cerebellar granule neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
17908240_28|17908240|41645|#section_info|0:0|The enhanced and prolonged desensitization of M1 mACh receptor signalling observed in picrotoxin- and agonist-treated cultures appears to depend on both GRK2 and PKC activities, as expression of the dominant-negative D110A,K220RGRK2 construct only partially ameliorated agonist-induced receptor desensitization and further amelioration was observed in the presence of either a PKC inhibitor, or following phorbol ester-induced down-regulation of PKC activities.|#main_body|GO:0002029|desensitization of G-protein coupled receptor protein signaling pathway|#go_definition|NONE|GOA|Grk6(59076)|#gene_synonym
0.72	17908240_149|17908240|22164|Results|0:0|Involvement of PKC in M1 mACh receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.69	17908240_176|17908240|30349|Results|0:0|The translocation of eGFP-MARCKS indicates that PKC activity can be stimulated in hippocampal neurons following stimulation of the M1 mACh receptor and also following picrotoxin-mediated enhancement of synaptic activity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.69	17908240_195|17908240|35275|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine receptor responsiveness assessed at the level of protein kinase C (PKC) isoenzyme recruitment to the plasma membrane in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.69	17908240_231|17908240|45007|Discussion|0:0|As such it provides the first evidence that ionotropic glutamate receptor-mediated synaptic activity can dramatically alter M1 mACh receptor responsiveness by mechanisms involving both GRK2 and PKC(s) in primary neurons.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.69	17908240_239|17908240|45007|Discussion|0:0|Therefore, it is tempting to speculate that ionotropic modulation of the magnitude and/or longevity of receptor desensitization might not only lead to changes in plasmalemmal M1 mACh receptor expression, but also potentially lead to altered neuronal signal transduction through arrestin-dependent orchestration of key signalling pathways.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_115|17908240|14966|Results|0:0|These data suggest that the degree of synaptic activity also regulates the duration of agonist-mediated desensitization, and a delay in M1 mACh receptor re-sensitization is particularly evident when inhibitory GABAergic activity is blocked by picrotoxin.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	17908240_121|17908240|16053|Results|0:0|These data suggest that the enhancement of M1 mACh receptor desensitization by picrotoxin is dependent on AMPA receptor activation.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_208|17908240|37060|Results|0:0|As reported above, the change in eGFP-PKCepsilon translocation before and after a desensitizing MCh challenge can provide an readout of receptor desensitization, however, picrotoxin (100 mumol/L) addition per se did not promote eGFP-PKCepsilon translocation, nor did it appear to affect agonist-mediated M1 mACh receptor regulation (Fig. 8b).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_177|17908240|30349|Results|0:0|To gain a better understanding of PKC isoenzymic recruitment patterns in neurons subject to metabotropic and/or ionotropic stimulation, we transfected neurons with eGFP-tagged constructs of either the Ca2+/diacylglycerol (DAG)-activated PKCbetaII, or the DAG-activated PKCepsilon.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_138|17908240|18871|Results|0:0|Under these conditions picrotoxin failed to produce any change in the R2/R1 ratio, indicating that a burst of synaptic activity alone is unable to induce M1 mACh receptor desensitization (data not shown).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_175|17908240|30246|Results|0:0|Effects of picrotoxin and M1 mACh receptor activation on the translocation of PKCbetaII and PKCepsilon|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_228|17908240|41645|Discussion|0:0|Increased synaptic activity induced by picrotoxin in the hippocampal neurons also resulted in the translocation of MARCKS and inhibitor studies implicate both a PKC and CaM regulatory component under these conditions.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_260|17908240|49923|Discussion|0:0|Phosphorylation of GRK2 by protein kinase C abolishes its inhibition by calmodulin|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_127|17908240|17730|Results|0:0|Inhibition of alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid, but not NMDA receptors prevents picrotoxin-mediated enhancement of M1 muscarinic acetylcholine receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_139|17908240|19589|Results|0:0|Involvement of GRKs in M1 mACh receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_169|17908240|29248|Results|0:0|Effects of Ca2+/calmodulin antagonism and/or protein kinase C inhibition on picrotoxin (PiTx)-induced myristoylated, alanine-rich C kinase substrate translocation.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_133|17908240|18871|Results|0:0|In order to assess whether synaptic activity was able to enhance M1 mACh receptor desensitization in the absence of MCh, we applied the following protocol.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_142|17908240|20989|Results|0:0|Effects of inhibiting endogenous G protein-coupled receptor kinase (GRK) 2 and GRK6 activities on M1 muscarinic acetylcholine (mACh) receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_151|17908240|24210|Results|0:0|Effects of manipulating protein kinase C activity in hippocampal neurons on M1 muscarinic acetylcholine receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_186|17908240|32207|Results|0:0|eGFP-PKCbetaII or eGFP-PKCepsilon transfected neurons were challenged with PiTx (100 mumol/L) and PKC translocation to the plasma membrane determined as the decrease in cytosolic fluorescence.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_131|17908240|18167|Results|0:0|In the presence of DNQX (10 mumol/L), the effect of picrotoxin was significantly reversed (bp< 0.05; one-way anova, Dunnett's post-hoc test), while D-AP5 (50 mumol/L) was without effect on the picrotoxin-mediated enhancement of M1 muscarinic acetylcholine receptor desensitization.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_144|17908240|20989|Results|0:0|A standard R1/Rmax/R2 protocol was applied to assess M1 mACh receptor desensitization in either the absence (spontaneous activity; spont) or presence of tetrodotoxin (TTx, 500 nmol/L), or in the presence of picrotoxin (PiTx, 100 mumol/L).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_160|17908240|27003|Results|0:0|Effects of Ca2+/calmodulin antagonism or protein kinase C inhibition on M1 muscarinic acetylcholine receptor-driven myristoylated, alanine-rich C kinase substrate (MARCKS) translocation in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_203|17908240|35275|Results|0:0|(d) cumulative data showing the effects of spontaneous activity and picrotoxin (100 mumol/L)-stimulated synaptic activity on M1 muscarinic acetylcholine receptor desensitization measured using the standard R1/Rmax/R2 protocol.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_219|17908240|37977|Discussion|0:0|We have also shown that activation of M1 mACh receptors can increase synaptic excitability in hippocampal neurons, probably via an agonist-mediated depletion of phosphatidylinositol 4,5-bisphosphate and activation of Ih (Young et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_233|17908240|45007|Discussion|0:0|There is substantial evidence that GRK-mediated phosphorylation of mACh receptors brings about the recruitment of arrestins that enhance receptor internalization and lead to the redistribution of receptors to organellar compartments within the cytoplasm in primary neurons (Volpicelli and Levey 2004; Bernard et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_284|17908240|52387|Discussion|0:0|NMDA-receptor regulation of muscarinic-receptor stimulated inositol 1,4,5-trisphosphate production and protein kinase C activation in single cerebellar granule neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
17908240_29|17908240|41645|#section_info|0:0|Moreover, our studies, using the translocation of eGFP-MARCKS have provided evidence for the activation of PKC in hippocampal neurons following M1 mACh receptor stimulation under conditions of increased synaptic activity.|#main_body|GO:0090316|positive regulation of intracellular protein transport|#go_definition|NONE|GOA|Chrm1(25229)|#gene_synonym
0.85	17908240_176|17908240|30349|Results|0:0|The translocation of eGFP-MARCKS indicates that PKC activity can be stimulated in hippocampal neurons following stimulation of the M1 mACh receptor and also following picrotoxin-mediated enhancement of synaptic activity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.73	17908240_219|17908240|37977|Discussion|0:0|We have also shown that activation of M1 mACh receptors can increase synaptic excitability in hippocampal neurons, probably via an agonist-mediated depletion of phosphatidylinositol 4,5-bisphosphate and activation of Ih (Young et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.72	17908240_195|17908240|35275|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine receptor responsiveness assessed at the level of protein kinase C (PKC) isoenzyme recruitment to the plasma membrane in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.72	17908240_231|17908240|45007|Discussion|0:0|As such it provides the first evidence that ionotropic glutamate receptor-mediated synaptic activity can dramatically alter M1 mACh receptor responsiveness by mechanisms involving both GRK2 and PKC(s) in primary neurons.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.71	17908240_228|17908240|41645|Discussion|0:0|Increased synaptic activity induced by picrotoxin in the hippocampal neurons also resulted in the translocation of MARCKS and inhibitor studies implicate both a PKC and CaM regulatory component under these conditions.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.71	17908240_237|17908240|45007|Discussion|0:0|It has also been shown previously that M1 mACh receptor stimulation can activate extracellular signal-regulated kinase in hippocampal neurons (Berkeley et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_11|17908240|2283|abstract|0:0|Indeed, there is recent strong evidence for modulation of synaptic plasticity by the physiological activation of hippocampal M1 mACh receptors (Shinoe et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_95|17908240|11513|Results|0:0|However, in the presence of spontaneous synaptic activity the difference between R2 and R1 responses was increased (Fig. 1b), suggesting that synaptic activity may increase the rate/extent of M1 mACh receptor desensitization.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_121|17908240|16053|Results|0:0|These data suggest that the enhancement of M1 mACh receptor desensitization by picrotoxin is dependent on AMPA receptor activation.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	17908240_151|17908240|24210|Results|0:0|Effects of manipulating protein kinase C activity in hippocampal neurons on M1 muscarinic acetylcholine receptor responsiveness.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_25|17908240|3572|abstract|0:0|Indeed, previous studies have revealed that the level of synaptic activity in such cultures dramatically alters M1 mACh receptor inositol 1,4,5-trisphosphate generation and Ca2+ release from stores (Nash et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_84|17908240|11513|Results|0:0|Our previous work has extensively characterized the desensitization of M1 mACh receptors in immature (< 10 days in vitro, hereafter DIV), non-synaptically active hippocampal neurons (Willets et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_138|17908240|18871|Results|0:0|Under these conditions picrotoxin failed to produce any change in the R2/R1 ratio, indicating that a burst of synaptic activity alone is unable to induce M1 mACh receptor desensitization (data not shown).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_175|17908240|30246|Results|0:0|Effects of picrotoxin and M1 mACh receptor activation on the translocation of PKCbetaII and PKCepsilon|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	17908240_239|17908240|45007|Discussion|0:0|Therefore, it is tempting to speculate that ionotropic modulation of the magnitude and/or longevity of receptor desensitization might not only lead to changes in plasmalemmal M1 mACh receptor expression, but also potentially lead to altered neuronal signal transduction through arrestin-dependent orchestration of key signalling pathways.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_14|17908240|3572|abstract|0:0|We have also already provided substantial evidence that M1 mACh receptor/PLC signalling in hippocampal neurons is regulated by G protein-coupled receptor kinases (GRKs).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_101|17908240|13703|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine (mACh) receptor responsiveness and re-sensitization assessed through inositol 1,4,5-trisphosphate (IP3) imaging of hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_115|17908240|14966|Results|0:0|These data suggest that the degree of synaptic activity also regulates the duration of agonist-mediated desensitization, and a delay in M1 mACh receptor re-sensitization is particularly evident when inhibitory GABAergic activity is blocked by picrotoxin.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_208|17908240|37060|Results|0:0|As reported above, the change in eGFP-PKCepsilon translocation before and after a desensitizing MCh challenge can provide an readout of receptor desensitization, however, picrotoxin (100 mumol/L) addition per se did not promote eGFP-PKCepsilon translocation, nor did it appear to affect agonist-mediated M1 mACh receptor regulation (Fig. 8b).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	17908240_267|17908240|50557|Discussion|0:0|Synaptic activity augments muscarinic acetylcholine receptor-stimulated inositol 1,4,5-trisphosphate production to facilitate Ca2+ release in hippocampal neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_141|17908240|19645|Results|0:0|In contrast, expression of K215RGRK6 did not affect M1 mACh receptor desensitization in TTx-treated, or spontaneously synaptically-active neurons (Fig. 3e).|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_185|17908240|32207|Results|0:0|Translocation of conventional and novel protein kinase C (PKCs) following picrotoxin (PiTx) treatment of hippocampal neuron cultures.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_203|17908240|35275|Results|0:0|(d) cumulative data showing the effects of spontaneous activity and picrotoxin (100 mumol/L)-stimulated synaptic activity on M1 muscarinic acetylcholine receptor desensitization measured using the standard R1/Rmax/R2 protocol.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_284|17908240|52387|Discussion|0:0|NMDA-receptor regulation of muscarinic-receptor stimulated inositol 1,4,5-trisphosphate production and protein kinase C activation in single cerebellar granule neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_285|17908240|52555|Discussion|0:0|Muscarinic acetylcholine receptor activation enhances hippocampal neuron excitability and potentiates synaptically evoked Ca2+ signals via phosphatidylinositol 4,5-bisphosphate depletion|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_1|17908240|0|paper_title|0:0|The regulation of M1 muscarinic acetylcholine receptor desensitization by synaptic activity in cultured hippocampal neurons1|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_83|17908240|11448|Results|0:0|Effects of synaptic activity on M1 mACh receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_103|17908240|13703|Results|0:0|Representative traces showing M1 mACh receptor desensitization in the presence of (a) tetrodotoxin (TTx) (500 nmol/L); (b) no pre-addition (spontaneous synaptic activity; Spont in panel d); and (c) synaptic activity induced by picrotoxin (PiTx, 100 mumol/L).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_109|17908240|14900|Results|0:0|Effects of synaptic activity on M1 mACh receptor re-sensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_133|17908240|18871|Results|0:0|In order to assess whether synaptic activity was able to enhance M1 mACh receptor desensitization in the absence of MCh, we applied the following protocol.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_149|17908240|22164|Results|0:0|Involvement of PKC in M1 mACh receptor desensitization|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_160|17908240|27003|Results|0:0|Effects of Ca2+/calmodulin antagonism or protein kinase C inhibition on M1 muscarinic acetylcholine receptor-driven myristoylated, alanine-rich C kinase substrate (MARCKS) translocation in hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_246|17908240|48726|Discussion|0:0|M1 muscarinic acetylcholine receptors activate extracellular signal-regulated kinase in CA1 pyramidal neurons in mouse hippocampal slices|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	17908240_274|17908240|51274|Discussion|0:0|Modulation of synaptic plasticity by physiological activation of M1 muscarinic acetylcholine receptors in the mouse hippocampus|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	17908240_177|17908240|30349|Results|0:0|To gain a better understanding of PKC isoenzymic recruitment patterns in neurons subject to metabotropic and/or ionotropic stimulation, we transfected neurons with eGFP-tagged constructs of either the Ca2+/diacylglycerol (DAG)-activated PKCbetaII, or the DAG-activated PKCepsilon.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
17908240_30|17908240|41645|#section_info|0:0|Here we provide evidence that the translocation of eGFP-MARCKS stimulated by MCh is predominantly dependent on PKC activity,|#main_body|GO:0090316|positive regulation of intracellular protein transport|#go_definition|NONE|GOA|Chrm1(25229)|#gene_synonym
##EndOfRet##
17908240_31|17908240|41645|#section_info|0:0|Indeed, MARCKS translocation in response to MCh was paralleled by a reciprocal movement of eGFP-PKCepsilon,|#main_body|GO:0090316|positive regulation of intracellular protein transport|#go_definition|NONE|GOA|Chrm1(25229)|#gene_synonym
##EndOfRet##
17908240_32|17908240|41645|#section_info|0:0|Indeed, MARCKS translocation in response to MCh was paralleled by a reciprocal movement of eGFP-PKCepsilon,|#main_body|GO:0090314|positive regulation of protein targeting to membrane|#go_definition|NONE|GOA|Chrm1(25229)|#gene_synonym
##EndOfRet##
17908240_33|17908240|41645|#section_info|0:0|In hippocampal neurons the M1 mACh receptor stimulates robust IP3/diacyglycerol accumulation, but only limited and transient intracellular Ca2+ signals.|#main_body|GO:0043647|inositol phosphate metabolic process|#go_definition|NONE|GOA|Chrm1(25229)|#gene_synonym
0.66	17908240_285|17908240|52555|Discussion|0:0|Muscarinic acetylcholine receptor activation enhances hippocampal neuron excitability and potentiates synaptically evoked Ca2+ signals via phosphatidylinositol 4,5-bisphosphate depletion|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_176|17908240|30349|Results|0:0|The translocation of eGFP-MARCKS indicates that PKC activity can be stimulated in hippocampal neurons following stimulation of the M1 mACh receptor and also following picrotoxin-mediated enhancement of synaptic activity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_219|17908240|37977|Discussion|0:0|We have also shown that activation of M1 mACh receptors can increase synaptic excitability in hippocampal neurons, probably via an agonist-mediated depletion of phosphatidylinositol 4,5-bisphosphate and activation of Ih (Young et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	17908240_267|17908240|50557|Discussion|0:0|Synaptic activity augments muscarinic acetylcholine receptor-stimulated inositol 1,4,5-trisphosphate production to facilitate Ca2+ release in hippocampal neurons|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_25|17908240|3572|abstract|0:0|Indeed, previous studies have revealed that the level of synaptic activity in such cultures dramatically alters M1 mACh receptor inositol 1,4,5-trisphosphate generation and Ca2+ release from stores (Nash et al.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	17908240_101|17908240|13703|Results|0:0|Effects of synaptic activity on M1 muscarinic acetylcholine (mACh) receptor responsiveness and re-sensitization assessed through inositol 1,4,5-trisphosphate (IP3) imaging of hippocampal neurons.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
